timestamp,nightly temperature celsius,baseline temperature celsius,relative nightly stddev 30d celsius
2023-07-08T00:00:00Z,33.14691780821918,32.358105263157896,0.536961437378067
2023-07-09T00:00:00Z,32.46561983471074,32.36660079051383,0.5008914896739003
2023-07-10T00:00:00Z,32.184322033898304,32.36660079051383,0.4575251781335624
2023-07-11T00:00:00Z,33.0323595505618,32.36660079051383,0.47172448290055247
2023-07-12T00:00:00Z,32.10842490842491,32.358105263157896,0.4748224441540052
2023-07-14T00:00:00Z,32.343366336633665,32.36235302683586,0.45909614209869537
2023-07-15T00:00:00Z,32.66947791164659,32.36235302683586,0.46126093315105166
2023-07-16T00:00:00Z,32.00048309178744,32.36235302683586,0.4662751948954544
2023-07-18T00:00:00Z,31.959848484848486,32.347731755424064,0.4796984571010362
2023-07-19T00:00:00Z,32.5344,32.358105263157896,0.47780109851352087
2023-07-20T00:00:00Z,32.42007366482505,32.36660079051383,0.47256453220214334
