timestamp,bucket_values
2023-05-12T07:04:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.003, 0.007, 0.023, 0.067, 0.151, 0.327, 0.265, 0.097, 0.034, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-13T07:54:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.003, 0.006, 0.013, 0.046, 0.152, 0.254, 0.254, 0.162, 0.072, 0.021, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-14T03:28:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.009, 0.025, 0.048, 0.167, 0.309, 0.247, 0.121, 0.049, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-14T08:06:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.005, 0.006, 0.015, 0.028, 0.096, 0.2, 0.258, 0.222, 0.102, 0.042, 0.013, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-15T06:35:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.003, 0.006, 0.012, 0.02, 0.063, 0.146, 0.231, 0.259, 0.155, 0.069, 0.022, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-16T06:47:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.007, 0.006, 0.01, 0.023, 0.077, 0.161, 0.206, 0.211, 0.164, 0.085, 0.03, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-17T07:03:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.005, 0.011, 0.031, 0.068, 0.157, 0.223, 0.22, 0.159, 0.078, 0.027, 0.01, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-18T06:41:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.007, 0.011, 0.033, 0.08, 0.191, 0.264, 0.22, 0.116, 0.05, 0.016, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-19T06:56:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.005, 0.006, 0.008, 0.017, 0.03, 0.063, 0.131, 0.215, 0.183, 0.182, 0.116, 0.029, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-20T08:13:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.008, 0.01, 0.04, 0.09, 0.169, 0.242, 0.221, 0.121, 0.058, 0.024, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-21T08:30:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.004, 0.012, 0.026, 0.121, 0.259, 0.265, 0.179, 0.085, 0.027, 0.01, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-22T07:08:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.006, 0.005, 0.013, 0.026, 0.067, 0.138, 0.419, 0.25, 0.048, 0.015, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-23T07:27:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.005, 0.007, 0.01, 0.025, 0.073, 0.17, 0.539, 0.134, 0.016, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-24T06:57:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.006, 0.009, 0.046, 0.135, 0.145, 0.148, 0.191, 0.262, 0.042, 0.009, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-25T06:48:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.006, 0.006, 0.012, 0.028, 0.073, 0.136, 0.154, 0.336, 0.129, 0.058, 0.046, 0.01, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-26T06:46:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.003, 0.007, 0.016, 0.066, 0.188, 0.275, 0.254, 0.137, 0.036, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-30T06:29:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.004, 0.006, 0.051, 0.257, 0.292, 0.19, 0.113, 0.055, 0.018, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-05-31T07:04:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.004, 0.007, 0.045, 0.123, 0.204, 0.242, 0.187, 0.101, 0.055, 0.019, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
