timestamp,bucket_values
2023-06-22T07:49:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.005, 0.011, 0.036, 0.111, 0.151, 0.178, 0.176, 0.137, 0.096, 0.06, 0.025, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-23T07:33:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.006, 0.011, 0.057, 0.133, 0.204, 0.253, 0.193, 0.091, 0.031, 0.01, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-24T07:58:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.006, 0.007, 0.014, 0.054, 0.131, 0.198, 0.198, 0.163, 0.111, 0.073, 0.03, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-25T08:09:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.006, 0.011, 0.032, 0.106, 0.169, 0.206, 0.202, 0.14, 0.08, 0.032, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-26T02:57:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.007, 0.011, 0.025, 0.087, 0.213, 0.245, 0.21, 0.111, 0.057, 0.021, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-26T08:06:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.008, 0.007, 0.006, 0.007, 0.011, 0.03, 0.094, 0.181, 0.241, 0.205, 0.13, 0.054, 0.017, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-27T07:58:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.004, 0.006, 0.013, 0.039, 0.125, 0.22, 0.266, 0.204, 0.088, 0.023, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-28T07:47:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.008, 0.011, 0.025, 0.091, 0.248, 0.311, 0.188, 0.073, 0.026, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-29T07:40:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.022, 0.076, 0.185, 0.136, 0.111, 0.102, 0.106, 0.107, 0.085, 0.045, 0.014, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-30T07:22:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.005, 0.008, 0.025, 0.104, 0.246, 0.206, 0.152, 0.118, 0.082, 0.033, 0.01, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
