timestamp,heart_rate,steps,sleep_deep_minutes,sleep_light_minutes,sleep_rem_minutes,sleep_awakenings,hrv_rmssd,hrv_coverage,primary_non_step_activity_N/A,caffeine_user_N/A,reports_high_stress_N/A,hour,hr_rolling_avg,hr_rolling_std
2025-07-04 18:07:18+00:00,164,64,0,0,0,0,0,0,1.0,1.0,1.0,18,134.49640287769785,12.399377088558916
2025-07-04 18:07:21+00:00,164,64,0,0,0,0,0,0,1.0,1.0,1.0,18,134.76258992805757,12.632246942204043
2025-07-04 18:07:22+00:00,166,64,0,0,0,0,0,0,1.0,1.0,1.0,18,135.0503597122302,12.884280806416587
2025-07-04 18:07:24+00:00,168,64,0,0,0,0,0,0,1.0,1.0,1.0,18,135.36690647482015,13.148617541751117
2025-07-04 18:07:26+00:00,167,64,0,0,0,0,0,0,1.0,1.0,1.0,18,135.6978417266187,13.361557813073246
2025-07-04 18:07:28+00:00,168,64,0,0,0,0,0,0,1.0,1.0,1.0,18,135.92857142857142,13.590434033724483
2025-07-04 18:07:31+00:00,168,64,0,0,0,0,0,0,1.0,1.0,1.0,18,136.35971223021582,13.8013899710833
2025-07-04 18:07:32+00:00,169,64,0,0,0,0,0,0,1.0,1.0,1.0,18,136.68345323741008,14.035171127150115
2025-07-04 18:07:34+00:00,170,64,0,0,0,0,0,0,1.0,1.0,1.0,18,137.0071942446043,14.280571783945724
2025-07-04 18:07:37+00:00,171,64,0,0,0,0,0,0,1.0,1.0,1.0,18,137.3525179856115,14.517786846420172
2025-07-04 18:07:39+00:00,172,64,0,0,0,0,0,0,1.0,1.0,1.0,18,137.82608695652175,14.74449695363251
2025-07-04 18:07:41+00:00,171,64,0,0,0,0,0,0,1.0,1.0,1.0,18,138.06474820143885,14.958013039930881
2025-07-04 18:07:43+00:00,170,64,0,0,0,0,0,0,1.0,1.0,1.0,18,138.5144927536232,15.142262367122502
2025-07-04 18:07:45+00:00,169,64,0,0,0,0,0,0,1.0,1.0,1.0,18,138.73381294964028,15.307275687697938
2025-07-04 18:07:47+00:00,170,64,0,0,0,0,0,0,1.0,1.0,1.0,18,139.18840579710144,15.470032591717686
2025-07-04 18:07:49+00:00,172,64,0,0,0,0,0,0,1.0,1.0,1.0,18,139.55797101449275,15.640588278339157
2025-07-04 18:07:51+00:00,171,64,0,0,0,0,0,0,1.0,1.0,1.0,18,139.92753623188406,15.777021857847343
2025-07-04 18:07:54+00:00,171,64,0,0,0,0,0,0,1.0,1.0,1.0,18,140.2826086956522,15.921334504841031
2025-07-04 18:07:57+00:00,170,64,0,0,0,0,0,0,1.0,1.0,1.0,18,140.6304347826087,16.042860515885156
2025-07-04 18:07:59+00:00,172,64,0,0,0,0,0,0,1.0,1.0,1.0,18,140.9927536231884,16.183029940514178
2025-07-04 18:08:00+00:00,174,91,0,0,0,0,0,0,1.0,1.0,1.0,18,141.23021582733813,16.36553312882587
2025-07-04 18:08:03+00:00,174,91,0,0,0,0,0,0,1.0,1.0,1.0,18,141.61870503597123,16.49830719618945
2025-07-04 18:08:06+00:00,174,91,0,0,0,0,0,0,1.0,1.0,1.0,18,142.0071942446043,16.62087756576447
2025-07-04 18:08:08+00:00,174,91,0,0,0,0,0,0,1.0,1.0,1.0,18,142.56521739130434,16.674188506823604
2025-07-04 18:08:10+00:00,173,91,0,0,0,0,0,0,1.0,1.0,1.0,18,142.96376811594203,16.73992099863857
2025-07-04 18:08:13+00:00,173,91,0,0,0,0,0,0,1.0,1.0,1.0,18,143.35507246376812,16.8066726080812
2025-07-04 18:08:14+00:00,172,91,0,0,0,0,0,0,1.0,1.0,1.0,18,143.731884057971,16.862059452483617
2025-07-04 18:08:17+00:00,172,91,0,0,0,0,0,0,1.0,1.0,1.0,18,144.1086956521739,16.90880856374316
2025-07-04 18:08:20+00:00,172,91,0,0,0,0,0,0,1.0,1.0,1.0,18,144.47101449275362,16.967204101489955
2025-07-04 18:08:22+00:00,173,91,0,0,0,0,0,0,1.0,1.0,1.0,18,144.67625899280574,17.07791854546132
2025-07-04 18:08:24+00:00,174,91,0,0,0,0,0,0,1.0,1.0,1.0,18,145.21014492753622,17.10527852048732
2025-07-04 18:08:25+00:00,175,91,0,0,0,0,0,0,1.0,1.0,1.0,18,145.42446043165467,17.229473574966107
2025-07-04 18:08:27+00:00,174,91,0,0,0,0,0,0,1.0,1.0,1.0,18,145.77697841726618,17.3096451145659
2025-07-04 18:08:30+00:00,174,91,0,0,0,0,0,0,1.0,1.0,1.0,18,146.10071942446044,17.41409347777028
2025-07-04 18:08:33+00:00,173,91,0,0,0,0,0,0,1.0,1.0,1.0,18,146.41007194244605,17.50768483425454
2025-07-04 18:08:35+00:00,174,91,0,0,0,0,0,0,1.0,1.0,1.0,18,146.84057971014494,17.618937380158258
2025-07-04 18:08:38+00:00,174,91,0,0,0,0,0,0,1.0,1.0,1.0,18,147.14492753623188,17.723155180629757
2025-07-04 18:08:39+00:00,173,91,0,0,0,0,0,0,1.0,1.0,1.0,18,147.46376811594203,17.789999413385253
2025-07-04 18:08:41+00:00,174,91,0,0,0,0,0,0,1.0,1.0,1.0,18,147.81884057971016,17.82732893733723
2025-07-04 18:08:44+00:00,174,91,0,0,0,0,0,0,1.0,1.0,1.0,18,148.17391304347825,17.857470187867026
2025-07-04 18:08:47+00:00,174,91,0,0,0,0,0,0,1.0,1.0,1.0,18,148.5144927536232,17.898837994841124
2025-07-04 18:08:48+00:00,175,91,0,0,0,0,0,0,1.0,1.0,1.0,18,148.70503597122303,17.97480250739307
2025-07-04 18:08:50+00:00,176,91,0,0,0,0,0,0,1.0,1.0,1.0,18,149.0503597122302,18.035120223159037
2025-07-04 18:08:53+00:00,176,91,0,0,0,0,0,0,1.0,1.0,1.0,18,149.54347826086956,18.070066212463313
2025-07-04 18:08:54+00:00,177,91,0,0,0,0,0,0,1.0,1.0,1.0,18,149.8913043478261,18.13360182298337
2025-07-04 18:08:57+00:00,177,91,0,0,0,0,0,0,1.0,1.0,1.0,18,150.231884057971,18.198536018390673
2025-07-04 18:09:00+00:00,176,13,0,0,0,0,0,0,1.0,1.0,1.0,18,150.74452554744525,18.19220469656424
2025-07-04 18:09:03+00:00,176,13,0,0,0,0,0,0,1.0,1.0,1.0,18,151.1021897810219,18.203621436538924
2025-07-04 18:09:06+00:00,177,13,0,0,0,0,0,0,1.0,1.0,1.0,18,151.45255474452554,18.236990045652107
2025-07-04 18:09:09+00:00,177,13,0,0,0,0,0,0,1.0,1.0,1.0,18,151.8029197080292,18.263528191474467
2025-07-04 18:09:10+00:00,176,13,0,0,0,0,0,0,1.0,1.0,1.0,18,152.15328467153284,18.263951359949026
2025-07-04 18:09:13+00:00,174,13,0,0,0,0,0,0,1.0,1.0,1.0,18,152.4963503649635,18.229389686625638
2025-07-04 18:09:16+00:00,174,13,0,0,0,0,0,0,1.0,1.0,1.0,18,152.8175182481752,18.217726894629525
2025-07-04 18:09:19+00:00,174,13,0,0,0,0,0,0,1.0,1.0,1.0,18,153.12408759124088,18.21822183139936
2025-07-04 18:09:22+00:00,174,13,0,0,0,0,0,0,1.0,1.0,1.0,18,153.43065693430657,18.21351938906302
2025-07-04 18:09:25+00:00,176,13,0,0,0,0,0,0,1.0,1.0,1.0,18,153.88970588235293,18.217074934578118
2025-07-04 18:09:27+00:00,177,13,0,0,0,0,0,0,1.0,1.0,1.0,18,154.21323529411765,18.234037397834545
2025-07-04 18:09:29+00:00,178,13,0,0,0,0,0,0,1.0,1.0,1.0,18,154.38686131386862,18.280191857331257
2025-07-04 18:09:31+00:00,179,13,0,0,0,0,0,0,1.0,1.0,1.0,18,154.72262773722628,18.306913643806613
2025-07-04 18:09:33+00:00,180,13,0,0,0,0,0,0,1.0,1.0,1.0,18,155.05839416058393,18.345846790515353
2025-07-04 18:09:35+00:00,178,13,0,0,0,0,0,0,1.0,1.0,1.0,18,155.2246376811594,18.382798257215843
2025-07-04 18:09:38+00:00,178,13,0,0,0,0,0,0,1.0,1.0,1.0,18,155.7080291970803,18.358825648050896
2025-07-04 18:09:40+00:00,176,13,0,0,0,0,0,0,1.0,1.0,1.0,18,156.03649635036496,18.316020293688332
2025-07-04 18:09:42+00:00,177,13,0,0,0,0,0,0,1.0,1.0,1.0,18,156.37226277372264,18.27526747984206
2025-07-04 18:09:45+00:00,177,13,0,0,0,0,0,0,1.0,1.0,1.0,18,156.7007299270073,18.238358480176956
2025-07-04 18:09:46+00:00,176,13,0,0,0,0,0,0,1.0,1.0,1.0,18,157.02919708029196,18.17720842066088
2025-07-04 18:09:48+00:00,177,13,0,0,0,0,0,0,1.0,1.0,1.0,18,157.37226277372264,18.106712802676117
2025-07-04 18:09:51+00:00,177,13,0,0,0,0,0,0,1.0,1.0,1.0,18,157.71532846715328,18.029366936581006
2025-07-04 18:09:52+00:00,176,13,0,0,0,0,0,0,1.0,1.0,1.0,18,157.84782608695653,18.030753199269153
2025-07-04 18:09:54+00:00,177,13,0,0,0,0,0,0,1.0,1.0,1.0,18,158.19565217391303,17.9329076849973
2025-07-04 18:09:57+00:00,177,13,0,0,0,0,0,0,1.0,1.0,1.0,18,158.54347826086956,17.827690904763614
2025-07-04 18:09:58+00:00,178,13,0,0,0,0,0,0,1.0,1.0,1.0,18,158.68345323741008,17.839475836850823
2025-07-04 18:10:01+00:00,178,13,0,0,0,0,0,0,1.0,1.0,1.0,18,159.02877697841726,17.74454088169068
2025-07-04 18:10:04+00:00,178,13,0,0,0,0,0,0,1.0,1.0,1.0,18,159.57246376811594,17.550297970375272
2025-07-04 18:10:07+00:00,178,13,0,0,0,0,0,0,1.0,1.0,1.0,18,159.8985507246377,17.47084739882671
2025-07-04 18:10:09+00:00,177,13,0,0,0,0,0,0,1.0,1.0,1.0,18,160.2173913043478,17.377617591170207
2025-07-04 18:10:12+00:00,177,13,0,0,0,0,0,0,1.0,1.0,1.0,18,160.75912408759123,17.14193582804848
2025-07-04 18:10:13+00:00,176,13,0,0,0,0,0,0,1.0,1.0,1.0,18,161.09489051094891,16.98480428625096
2025-07-04 18:10:15+00:00,178,13,0,0,0,0,0,0,1.0,1.0,1.0,18,161.45255474452554,16.819094017581964
2025-07-04 18:10:18+00:00,178,13,0,0,0,0,0,0,1.0,1.0,1.0,18,161.8029197080292,16.65826036749814
2025-07-04 18:10:19+00:00,179,13,0,0,0,0,0,0,1.0,1.0,1.0,18,162.16788321167883,16.481080660893507
2025-07-04 18:10:22+00:00,179,13,0,0,0,0,0,0,1.0,1.0,1.0,18,162.53284671532847,16.29374252628926
2025-07-04 18:10:23+00:00,180,13,0,0,0,0,0,0,1.0,1.0,1.0,18,162.91240875912408,16.087753130029526
2025-07-04 18:10:24+00:00,179,13,0,0,0,0,0,0,1.0,1.0,1.0,18,163.02898550724638,16.087326484402507
2025-07-04 18:10:26+00:00,178,13,0,0,0,0,0,0,1.0,1.0,1.0,18,163.3913043478261,15.85400305552858
